E7404,3.342432719E7,3068196.772
E7403,3.342652541E7,3068075.628
G7353,3.342621822E7,3067455.968
E7423,3.342627142E7,3068265.977
G7359,3.342671538E7,3067483.828
E7443,3.342472808E7,3068607.717
E7366,3.342422423E7,3067876.337
E7344,3.342544329E7,3067493.483
F7252,3.342561532E7,3066775.488
A7526,3.342524236E7,3069281.416
A7427,3.342412104E7,3068467.211
A7504,3.34243548E7,3069132.335
F7369,3.342699012E7,3067827.322
A7499,3.342475685E7,3069075.836
A7235,3.342548229E7,3066419.963
A7394,3.342362623E7,3068025.94
F7201,3.342500723E7,3066047.295
E7491,3.342504623E7,3068585.735
G7283,3.34258313E7,3067080.951
E7477,3.342591649E7,3068605.972
E7478,3.342558149E7,3068357.717
A7516,3.34239194E7,3069132.93
F7164,3.342478528E7,3065734.118
A7458,3.342376691E7,3068749.821
A7420,3.342709699E7,3068336.908
F7397,3.342588361E7,3067884.223
E7484,3.342462571E7,3069065.293
E7363,3.342475095E7,3067761.359
E7284,3.342498921E7,3067025.72
E7240,3.342459251E7,3066389.81
E7481,3.342537207E7,3068530.666
E6116,3.343984466E7,3047154.133
E6237,3.344146265E7,3050329.158
L6345,3.343199407E7,3052720.566
E6238,3.343752662E7,3050289.833
E6233,3.343703437E7,3050479.576
E6112,3.343867447E7,3047141.64
E6474,3.343733898E7,3055799.435
E6111,3.34361325E7,3047109.998
E6477,3.343771388E7,3056048.898
E6114,3.343820456E7,3046994.369
E6235,3.343301316E7,3050413.956
E6234,3.343971684E7,3050290.643
E6113,3.34359189E7,3046907.187
E6119,3.343933081E7,3047383.811
F6284,3.343632453E7,3051488.09
F6162,3.343601332E7,3048467.428
A6337,3.344192053E7,3052394.81
F6161,3.343825148E7,3048577.21
F6278,3.343319381E7,3051096.418
F6156,3.343641899E7,3048272.311
A6100,3.343305653E7,3046754.23
F6277,3.343284436E7,3051306.066
A6460,3.34391527E7,3055570.787
E6484,3.343690988E7,3056282.845
E6363,3.343990839E7,3052997.313
E6242,3.343940957E7,3050202.659
E6362,3.344017492E7,3052863.975
E6241,3.343826023E7,3050331.804
E6120,3.343877553E7,3047455.887
E6468,3.343665538E7,3055897.475
E6226,3.344217232E7,3050036.587
E6225,3.343688469E7,3050102.164
E6349,3.344331616E7,3052684.264
E6106,3.343660632E7,3046874.017
E6343,3.343972565E7,3052480.041
E6342,3.344032744E7,3052431.065
L6359,3.343720257E7,3053021.492
E6224,3.343803025E7,3049958.131
E6103,3.343367058E7,3046979.781
E6465,3.343860894E7,3055778.89
E6223,3.343914584E7,3050182.175
F6391,3.34367499E7,3053862.624
L6470,3.343693238E7,3055763.849
A6325,3.343937199E7,3052152.794
E6109,3.343723089E7,3046817.298
F6153,3.343411074E7,3048349.893
E6108,3.343889994E7,3046855.245
F6151,3.343795721E7,3048328.552
L6473,3.343100033E7,3055949.11
A6205,3.343229452E7,3049671.621
F6143,3.343790489E7,3047971.286
F6268,3.343592442E7,3051136.657
E6352,3.343781684E7,3052907.507
E6110,3.343367193E7,3047199.057
E6351,3.343169055E7,3052331.053
E6336,3.343803454E7,3052608.177
E6215,3.343745781E7,3049730.519
E6457,3.343124076E7,3055716.689
L6322,3.343195102E7,3052104.329
E6338,3.344243525E7,3052685.781
E6332,3.343704602E7,3052403.141
E6211,3.344084703E7,3049943.068
E6213,3.344178978E7,3049788.469
E6219,3.344117777E7,3049975.5
A6357,3.343844771E7,3052871.142
E6218,3.344271263E7,3049991.767
A6115,3.343935311E7,3047167.376
F6140,3.343411827E7,3047980.486
A6366,3.343963644E7,3053093.44
A6245,3.344364466E7,3050562.882
F6139,3.34365506E7,3047868.683
F6137,3.343756556E7,3047591.682
F6378,3.343263625E7,3053630.697
E6204,3.343315087E7,3049854.639
E6324,3.344345928E7,3052333.461
E6445,3.343139041E7,3055178.698
E6448,3.343788591E7,3055492.085
E6206,3.343704139E7,3049735.564
E6563,3.343692975E7,3057781.615
E6320,3.343963924E7,3052325.69
L6459,3.343119885E7,3055841.997
A6347,3.343928441E7,3052736.366
E6329,3.343778076E7,3052334.4
E6208,3.344070315E7,3049626.444
F6252,3.343601437E7,3050780.735
A6105,3.343930623E7,3046868.273
A6346,3.343990205E7,3052599.545
E6328,3.344055594E7,3052148.051
F6130,3.343546325E7,3047665.798
E6449,3.34312097E7,3055456.624
A6104,3.343329546E7,3046914.166
F6492,3.343603863E7,3056342.929
A6107,3.343980441E7,3046528.879
A6348,3.344275181E7,3052698.646
E6209,3.344299829E7,3049676.594
F6124,3.343818908E7,3047456.837
A6232,3.343238323E7,3050368.294
F6121,3.343414699E7,3047425.401
F6249,3.343360649E7,3050677.895
F6489,3.343907469E7,3056106.756
A6230,3.343262225E7,3050107.085
F6125,3.343431322E7,3047202.115
E6451,3.343762716E7,3055258.086
E6330,3.343971631E7,3052641.675
E6314,3.343241135E7,3051938.629
E6313,3.344091388E7,3051699.835
L6389,3.343712487E7,3053638.793
E6430,3.34431249E7,3054805.888
E6312,3.344077019E7,3051988.948
