32
16.0,8.0,3.0,1.0,0.5,0.2,0.1
51710.390625, 147721.2421875
88421.51822916667, 88544.18880208333
92788.1484375, 107385.025
90608.421875, 100541.076171875
96717.15625, 97876.76953125
91683.10491071429, 106336.13950892857
97203.50390625, 103313.974609375
92771.1890625, 98046.5953125
102115.76822916667, 104077.33072916667
92337.6640625, 104936.96354166667
93169.83147321429, 107001.61049107143
91328.78385416667, 102083.84765625
77822.6796875, 94163.99609375
92352.21614583333, 101486.13020833333
70942.95572916667, 155677.43229166666
95517.36458333333, 88310.90885416667
92853.93489583333, 105578.93489583333
98308.0859375, 101511.0109375
92641.4140625, 98051.0953125
92817.7953125, 107376.115625
92785.380859375, 98200.90234375
91500.77566964286, 98704.5
92794.41852678571, 102263.51897321429
90177.0296875, 97847.721875
90232.20703125, 106789.6875
86256.453125, 108763.65625
89994.1953125, 100859.193359375
90061.62369791667, 101973.30729166667
92753.3546875, 98066.3546875
103971.40104166667, 88526.609375
91351.26692708333, 101225.95442708333
92753.390625, 98064.3046875
88420.14322916667, 88539.30598958333
87667.94270833333, 106122.96875
93879.8828125, 126739.646875
93681.82421875, 101725.1953125
92782.40234375, 98024.59375
92786.478515625, 98169.689453125
93278.859375, 111066.1328125
92802.64192708333, 102473.27473958333
90431.462890625, 105516.158203125
94204.92838541667, 90267.36067708333
93878.4125, 102856.4984375
92364.4765625, 104462.26171875
92739.3, 98042.4515625
91639.236328125, 107197.82421875
98360.6015625, 87493.96875
97919.1953125, 111310.3515625
93152.96986607143, 107016.6953125
89097.98958333333, 101147.02604166667
96680.5125, 104668.5421875
92958.859375, 105506.890625
87176.65625, 100998.89713541667
92816.8828125, 107377.696875
92752.171875, 98122.8203125
93867.16536458333, 102844.54557291667
91582.8203125, 110081.6125
94490.9265625, 100192.1859375
89493.72395833333, 103677.34114583333
99050.75260416667, 102525.9375
92801.22265625, 98130.291015625
92946.225, 96242.1046875
94120.619140625, 109031.544921875
94270.6625, 98285.2734375
84095.3359375, 106572.27734375
96849.59635416667, 113599.22916666667
92736.3796875, 98091.659375
77931.3046875, 93567.939453125
93858.96484375, 102853.56770833333
92703.5421875, 98091.9703125
85195.82552083333, 95989.35416666667
92783.74609375, 98170.216796875
88858.068359375, 87559.98828125
91678.49609375, 103799.4921875
90043.9921875, 100494.059375
92842.0703125, 98035.341796875
86831.11328125, 94946.35546875
92695.403125, 98088.896875
88421.65104166667, 88543.66796875
92870.5234375, 98108.15234375
86480.1171875, 102903.109375
92778.212890625, 98180.603515625
91427.7890625, 96422.68229166667
86122.01041666667, 91142.234375
92793.24609375, 102571.8515625
92678.2125, 98042.740625
89958.859375, 97698.01041666667
92166.7421875, 114856.40625
79228.984375, 101547.44140625
92596.59765625, 102162.77473958333
81981.3515625, 95674.0859375
92720.2125, 98074.4171875
98255.73828125, 104263.90234375
92337.63541666667, 104937.07552083333
94193.3046875, 85816.07254464286
87188.53385416667, 103316.81510416667
97185.3828125, 109980.44140625
91261.22265625, 94118.27734375
92505.68619791667, 102179.81640625
93862.78776041667, 102850.33723958333
84902.125, 101957.556640625
93086.58203125, 89936.02734375
92735.896875, 98110.0796875
91015.0546875, 97289.09375
98651.9453125, 105811.748046875
93721.34765625, 105825.171875
98998.33984375, 111236.203125
91628.15104166667, 110457.3515625
90224.18359375, 97808.1875
92760.2921875, 98089.2984375
85010.5390625, 110158.02734375
92944.708984375, 89861.29296875
94337.0109375, 107452.4515625
101111.73828125, 113432.2578125
92051.294921875, 102263.7578125
92893.490234375, 98118.09375
93003.240625, 105544.7140625
90290.328125, 97856.9453125
97268.009375, 103300.5546875
90023.015625, 103271.70833333333
92697.2125, 98070.31875
92827.39453125, 98077.21875
84217.212890625, 95507.830078125
84966.681640625, 98171.443359375
92696.4078125, 98064.1265625
92244.08928571429, 113168.83035714286
88509.876953125, 93305.453125
94268.02734375, 100639.087890625
86289.81640625, 92524.958984375
93869.703125, 102853.2921875
96862.6484375, 116852.8359375
88421.83072916667, 88543.64973958333
93809.284375, 107447.2828125
91003.98046875, 109056.12890625
93170.39397321429, 107007.02120535714
90260.4359375, 96696.7421875
90617.9296875, 106670.2734375
92753.6765625, 98122.9765625
92790.96354166667, 107373.18619791667
93206.5390625, 94030.06640625
55825.43701171875, 127364.1513671875
94631.86328125, 99176.666015625
88419.18359375, 92283.24609375
92946.36875, 96242.19375
90211.947265625, 97832.2734375
95517.8125, 88311.69270833333
101806.8359375, 104067.9921875
91681.93973214286, 106335.7890625
93158.55245535714, 106998.15959821429
93950.71354166667, 107851.78645833333
97374.30208333333, 84313.48177083333
92787.9859375, 107385.4046875
91176.93303571429, 102776.43638392857
95274.21875, 130590.871875
90511.45535714286, 101248.80357142857
90212.39453125, 97807.9375
90488.47991071429, 90086.1796875
92383.13802083333, 98304.52864583333
91544.546875, 105277.4125
90920.09505208333, 97900.84505208333
85457.73046875, 102624.16796875
92790.99348958333, 107373.01822916667
92936.6875, 89874.5546875
88422.09895833333, 88543.11197916667
84960.503125, 101934.2390625
90537.5828125, 100413.2
106834.53515625, 95117.24479166667
91333.36979166667, 102129.71484375
92807.205078125, 98136.025390625
92781.931640625, 102539.830078125
92727.203125, 98088.184375
96561.6265625, 115496.98125
102277.484375, 101207.390625
92807.1171875, 102532.53515625
91929.16536458333, 106580.83723958333
91474.146875, 102214.39375
92780.265625, 95823.70052083333
80001.57291666667, 89911.05208333333
92748.658203125, 98146.826171875
99297.677734375, 101564.146484375
88519.08333333333, 108368.23567708333
92873.340625, 85803.75
91681.83705357143, 106335.88392857143
