region1,93228.315,111763.569
region1,93228.583,111676.139
region1,93250.271,111624.349
region1,93247.314,111483.458
region1,93297.411,111071.924
region1,92992.791,112017.394
region1,93223.206,111123.825
region1,93191.839,111676.139
region1,93281.548,111557.412
region1,93234.588,111446.036
region1,93241.041,112061.945
region1,93217.022,111757.777
region1,93281.638,111574.675
region1,93281.548,111623.792
region1,93239.427,112110.059
region1,93220.966,111494.262
region1,93221.593,111463.745
region1,93216.395,111684.826
region1,93338.277,111847.992
region1,93280.473,111169.378
region1,93269.36,111329.537
region1,93240.324,111152.56
region1,93243.102,111693.29
region1,93217.65,111609.87
region1,93312.646,112000.02
region1,93228.046,111739.623
region1,93228.046,111745.637
region1,93222.848,111247.787
region1,93250.451,111601.739
region1,93252.422,111397.03
region1,93232.975,111062.568
region1,93216.754,111748.644
region1,93390.794,111854.006
region1,93278.681,111233.531
region1,93281.728,111603.299
region1,93209.942,111722.582
region1,93200.891,111743.521
region1,93252.96,111348.582
region1,93281.997,111696.409
region1,93206.537,111526.895
region1,93221.862,111437.349
region1,93313.901,111941.325
region1,93266.313,111574.118
region1,93267.926,111155.679
region1,93268.912,111088.408
region1,93279.398,111131.622
region1,93250.63,111617.555
region1,93355.126,111847.88
region1,93239.875,111218.94
region1,93253.766,111066.912
region1,93278.412,111253.912
region1,93448.149,111872.16
region1,93217.202,111765.239
region1,93313.811,111911.921
region1,93297.68,111062.68
region1,93380.04,111825.605
region1,93217.739,111616.33
region1,93200.622,111840.195
region1,93228.315,111723.251
region1,93268.733,111399.703
region1,93217.829,111625.685
region1,93267.926,111252.576
region1,93217.65,111622.901
region1,93244.894,111678.143
region1,93295.977,111131.844
region1,93222.937,111148.885
region1,93266.941,111493.705
region1,93313.722,111961.818
region1,93445.64,112053.814
region1,93254.932,111941.325
region1,93222.937,111271.732
region1,93281.728,111560.53
region1,93237.635,111346.577
region1,93239.248,111255.694
region1,93232.796,111105.782
region1,93311.302,111618.669
region1,93268.016,111163.475
region1,93268.374,111132.624
region1,93222.937,111262.711
region1,93281.548,111553.848
region1,93248.21,111323.634
region1,93248.927,111376.871
region1,93249.286,111357.046
region1,93313.184,111808.23
region1,93242.385,111101.216
region1,93326.627,111365.177
region1,93249.375,111178.065
region1,93237.635,111331.541
region1,93269.091,111809.344
region1,93266.761,111677.03
region1,93216.754,111676.361
region1,93232.437,111296.903
region1,93238.979,111282.536
region1,93221.952,111421.756
region1,93216.843,111696.632
region1,93247.403,111478.112
region1,93239.517,112123.87
region1,93232.168,111175.838
region1,93236.38,111428.104
region1,93232.258,111338.558
region1,93231.81,111134.406
region1,93334.334,110978.368
region1,93285.133,111068.806
region1,93218.008,111389.457
region1,93313.274,111826.385
region1,93221.055,111342.345
region1,93356.739,111461.963
region1,93210.57,111605.972
region1,93231.541,111167.707
region1,93222.848,111066.355
region1,93239.607,112144.474
region1,93247.135,111451.048
region1,93246.328,111541.04
region1,93248.569,111853.226
region1,93269.271,111348.136
region1,93279.577,111183.634
region2,74366.882,124308.51
region2,74397.588,124318.423
region2,74309.869,124410.976
region2,74360.776,124429.242
region2,74282.933,124457.977
region2,74367.69,124343.594
region2,74352.337,124426.458
region2,74319.027,124468.558
region2,74260.038,124422.337
region2,74404.412,124470.674
region2,74412.402,124445.169
region2,74295.862,124407.078
region2,74382.774,124312.186
region2,74280.778,124457.531
region2,74259.23,124299.378
region2,74346.86,124373.22
region2,74299.184,124434.477
region2,74384.749,124352.058
region3,101983.844,106355.152
region3,101650.557,107048.913
region3,101714.493,106560.53
region3,101822.485,106535.247
region3,102144.842,106475.438
region3,102108.577,106407.388
region3,102011.96,106567.435
region3,101759.355,106815.135
region3,101822.216,106545.828
region3,101822.395,106542.041
region3,101813.262,106499.273
region3,101902.717,106558.191
region3,101727.567,106923.393
region3,101813.172,106496.489
region3,101789.084,106503.839
region3,101912.298,106591.269
region3,102096.22,106594.277
region4,97202.539,108153.874
region4,97317.028,108728.908
region4,97356.266,108030.47
region4,97552.722,107921.655
region4,97073.178,108006.524
region4,97294.812,108850.976
region4,97336.468,108126.81
region4,97211.05,108151.201
region4,97599.215,108151.09
region4,97174.768,108850.865
region4,97044.868,108361.479
region4,97214.454,108506.602
region4,97328.406,108170.915
region4,97102.383,107810.948
region4,97141.8,108077.916
region4,97259.784,108711.088
region4,97190.624,108160.0
region4,96953.758,107887.351
region4,97387.889,108792.504
region4,97438.683,107858.839
region4,97374.452,108303.897
region4,97385.47,108079.364
region4,97115.91,108876.259
region4,96777.718,107907.845
region4,97265.876,108758.2
region4,96876.175,108232.171
region4,96951.25,108009.531
region4,97416.108,108912.233
region4,97181.308,108163.007
region4,97064.219,108353.126
region4,97384.395,108239.634
region4,97607.367,108174.924
region4,97238.284,108732.695
region4,97387.621,108154.431
region5,109175.007,69685.734
region5,108610.543,69856.919
region5,108977.52,69846.338
region5,109136.798,69784.97
region5,108818.149,70146.942
region5,108878.909,70199.066
region5,108912.644,69448.503
region5,108709.604,70058.621
region5,108737.165,70011.397
region5,108646.069,70180.132
region5,108873.271,69776.283
region5,109006.333,69780.96
region5,108815.912,70122.105
region5,108848.932,69817.714
region5,108480.071,69973.195
region5,108703.519,69352.831
region5,108816.896,70155.74
region5,108777.97,70229.805
region5,108976.177,69826.513
region5,108968.034,69592.958
region5,108807.321,69894.007
region5,108952.017,69626.927
region5,108700.476,69431.908
region5,108762.847,69968.406
region5,108948.885,70094.484
region5,108697.255,70080.45
region5,108651.259,70028.438
region6,71552.566,180080.575
region6,71929.038,180223.025
region6,70619.768,179883.44
region6,71845.159,180096.057
region6,71422.163,180145.842
region6,71413.72,180074.672
region6,71088.243,180062.087
region6,71871.113,179977.887
region6,71366.929,180134.815
region6,70729.164,180032.795
region6,70986.574,180121.005
region6,71500.836,180079.462
region6,71856.385,180095.611
region6,71380.85,180146.621
region6,71568.103,180260.225
region6,71964.332,180037.696
region6,71615.252,180028.674
region6,70889.395,180263.789
region6,71615.791,179972.541
region6,70720.452,180122.341
region6,71247.121,179724.061
region6,71800.076,180251.203
region6,71665.635,179910.059
region6,71087.974,180123.567
region6,71805.016,180096.168
region6,71485.389,180292.747
region6,71275.502,180069.326
region6,70998.969,180119.668
region6,71763.256,180091.379
region6,70892.09,179988.69
region6,71193.773,179973.766
region6,71386.328,180073.225
region6,71746.641,180149.628
region6,71795.317,180149.406
region7,84313.571,96811.57
region7,84281.818,97063.168
region7,84380.216,97012.381
region7,84759.178,97053.144
region7,84450.718,97219.54
region7,84084.571,97154.496
region7,84522.384,97583.962
region7,84546.064,97227.559
region7,84674.507,97699.459
region7,84296.17,97071.521
region7,84366.492,96847.322
region7,84112.019,97217.535
region7,84533.596,97101.147
region7,84346.849,97107.273
region7,84595.576,97184.791
region7,84609.03,97369.675
region7,84276.257,97085.443
region7,84390.352,96998.236
region7,84100.448,97180.67
region7,84660.246,97249.611
region7,84397.348,97210.741
region7,84171.848,97242.372
region7,84539.696,97259.301
region7,84598.267,97449.531
region8,100879.443,107852.825
region8,100914.19,107762.053
region8,100919.652,107720.399
region8,100901.025,107871.202
region8,100953.056,107820.86
region8,100907.831,107744.902
region8,100882.398,107808.497
region8,100884.458,107708.927
region8,100879.891,107644.552
region8,101085.324,108100.859
region8,101034.369,107963.533
region8,101013.862,107916.977
region8,100964.876,107793.239
region8,100953.324,107874.432
region8,101049.682,107971.774
region8,100969.175,107894.479
region8,100957.533,107878.441
region8,100925.473,107773.859
region8,100878.368,107851.377
region8,101014.041,108015.768
region8,101109.055,108069.562
region8,101019.145,107874.655
region8,100988.25,107820.08
region8,100896.548,107867.638
region8,101062.399,107941.48
region8,101104.577,108058.648
region8,100956.817,107866.413
region8,100887.503,107713.271
region8,100951.175,107814.289
region9,109516.551,72215.639
region9,109517.088,72184.008
region9,109517.088,72119.41
region9,109584.107,72388.16
region9,109516.82,72274.779
region9,109516.551,72070.627
region9,109475.123,72276.45
region9,109516.909,72181.892
region9,109516.909,72103.372
region9,109711.791,72130.102
region9,109615.872,72353.745
region9,109699.802,72134.891
region9,109578.291,72467.571
region9,109641.641,72476.481
region9,109233.527,72193.586
region9,109505.456,72396.625
region9,109702.844,72252.059
region9,109505.993,72399.298
region9,109562.991,72006.586
region9,109613.277,72181.892
region9,109475.391,72288.924
region9,109516.462,72080.985
region9,109505.635,72326.346
region9,109868.285,72257.85
region9,109711.523,72168.638
region9,109584.823,72297.055
region9,109505.903,72371.899
region10,72088.981,181557.421
region10,72461.662,181962.829
region10,71602.41,182004.261
region10,72404.189,181198.901
region10,71646.236,181109.466
region10,72450.975,181514.652
region10,71794.149,180935.831
